"probs","geography","gender","numofproducts","hascrcard","isactivemember","exited","creditscore_bin","age_bin","tenure_bin","balance_bin","estimatedsalary_bin"
0.648,"France","Male",2,0,1,0,"600-850","45+","+7","<100K","+150K"
0.86,"France","Male",1,0,1,0,"<350","18-35","5-7","130K-170K","<50K"
0.124,"Germany","Male",2,1,1,0,"350-600","45+","<3","<100K","+150K"
0.012,"Germany","Male",1,0,0,1,"600-850","35-45","+7","100K-130K","+150K"
0,"France","Female",2,1,1,0,"600-850","18-35","3-5","<100K","+150K"
0.172,"France","Male",4,1,1,1,"600-850","45+","+7","<100K","+150K"
0.02,"France","Male",2,1,1,0,"350-600","18-35","<3","<100K","100K-150K"
0.008,"France","Male",2,1,1,1,"<350","45+","3-5","100K-130K","100K-150K"
0.036,"France","Female",2,1,1,0,"<350","35-45","<3","<100K","+150K"
0.048,"France","Male",2,1,1,0,"350-600","18-35","<3","<100K","100K-150K"
0.868,"Spain","Male",1,1,0,0,"<350","18-35","5-7","<100K","<50K"
0.192,"France","Female",2,1,1,0,"350-600","35-45","+7","<100K","<50K"
0.016,"France","Female",1,1,1,0,"350-600","45+","+7","<100K","100K-150K"
0.724,"France","Male",1,1,0,0,"350-600","18-35","<3","<100K","+150K"
0.04,"Spain","Male",1,1,0,0,"350-600","35-45","+7","100K-130K","100K-150K"
0.016,"Germany","Female",1,1,0,0,"<350","35-45","<3","100K-130K","100K-150K"
0.724,"France","Male",1,1,0,0,"600-850","45+","<3","<100K","<50K"
0.088,"France","Male",2,1,0,0,"350-600","35-45","+7","<100K","+150K"
0.012,"Germany","Female",1,1,0,0,"<350","18-35","3-5","130K-170K","50K-100K"
0,"Spain","Female",2,1,0,0,"<350","35-45","5-7","<100K","+150K"
0.048,"Germany","Female",1,0,0,1,"350-600","45+","3-5","<100K","50K-100K"
0.024,"Spain","Male",2,1,1,0,"600-850","18-35","3-5","<100K","+150K"
0.1,"Germany","Female",2,1,1,0,"350-600","45+","3-5","<100K","<50K"
0,"France","Female",1,1,1,0,"600-850","18-35","5-7","100K-130K","<50K"
0.088,"France","Female",1,1,1,0,"350-600","35-45","5-7","+170K","50K-100K"
0.048,"Spain","Female",2,0,0,0,"600-850","18-35","+7","<100K","50K-100K"
0.08,"France","Female",1,1,0,0,"350-600","18-35","+7","100K-130K","100K-150K"
0,"France","Male",3,1,1,1,"600-850","45+","3-5","<100K","50K-100K"
0.012,"France","Male",2,1,0,0,"<350","35-45","5-7","<100K","100K-150K"
0.048,"France","Male",1,1,0,1,"600-850","35-45","<3","<100K","<50K"
0.032,"Germany","Male",2,1,0,0,"<350","18-35","+7","130K-170K","<50K"
0.036,"France","Male",2,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.716,"Germany","Male",3,1,0,1,"350-600","45+","+7","100K-130K","+150K"
0.016,"France","Male",2,0,0,0,"350-600","35-45","+7","<100K","50K-100K"
0.008,"France","Male",2,0,1,0,"600-850","35-45","+7","<100K","100K-150K"
0.94,"France","Male",1,1,1,0,"600-850","45+","5-7","<100K","50K-100K"
0.18,"France","Female",1,1,0,1,"350-600","45+","3-5","<100K","+150K"
0.908,"Germany","Male",2,0,0,0,"350-600","35-45","5-7","<100K","+150K"
0.78,"Germany","Male",2,0,1,0,"350-600","45+","+7","100K-130K","100K-150K"
0.22,"Germany","Male",2,1,1,0,"<350","18-35","<3","130K-170K","+150K"
0.128,"France","Male",2,1,1,0,"350-600","35-45","+7","<100K","<50K"
0.064,"France","Male",1,1,1,0,"<350","18-35","+7","<100K","<50K"
0.032,"France","Female",2,1,1,0,"<350","18-35","3-5","<100K","<50K"
0.004,"Germany","Male",1,1,1,0,"600-850","45+","+7","100K-130K","100K-150K"
0.008,"Germany","Male",1,1,1,1,"350-600","45+","+7","100K-130K","<50K"
0.036,"France","Female",1,1,1,1,"<350","45+","5-7","+170K","100K-150K"
0.112,"Spain","Male",2,0,1,0,"350-600","35-45","+7","<100K","+150K"
0.016,"Germany","Female",1,0,1,0,"<350","45+","+7","100K-130K","+150K"
0.06,"France","Female",1,1,0,0,"350-600","35-45","+7","<100K","<50K"
0.032,"France","Male",2,1,0,0,"350-600","35-45","<3","<100K","50K-100K"
0.02,"France","Male",2,1,0,0,"600-850","35-45","5-7","<100K","50K-100K"
0.816,"Spain","Female",1,1,1,0,"350-600","35-45","+7","100K-130K","+150K"
0.06,"France","Female",1,1,1,0,"350-600","35-45","3-5","<100K","100K-150K"
0.024,"France","Male",2,0,0,1,"350-600","35-45","5-7","130K-170K","+150K"
0,"Germany","Male",2,1,1,0,"<350","35-45","5-7","<100K","<50K"
0.792,"France","Male",1,0,1,0,"600-850","45+","5-7","130K-170K","+150K"
0.04,"Germany","Female",3,1,0,1,"600-850","45+","3-5","100K-130K","+150K"
0.16,"Germany","Female",1,0,1,1,"<350","35-45","<3","130K-170K","<50K"
0.044,"Germany","Male",2,0,1,0,"<350","45+","<3","+170K","100K-150K"
0.016,"Spain","Male",2,0,0,0,"<350","35-45","+7","<100K","+150K"
0.012,"France","Female",1,1,1,0,"<350","35-45","5-7","<100K","50K-100K"
0.004,"France","Male",2,1,0,0,"<350","18-35","5-7","<100K","<50K"
0.008,"France","Male",2,1,1,0,"600-850","35-45","+7","100K-130K","100K-150K"
0.016,"France","Male",1,0,1,0,"600-850","18-35","<3","<100K","100K-150K"
0.032,"France","Female",2,1,0,0,"<350","18-35","5-7","+170K","50K-100K"
0.844,"France","Female",1,1,0,1,"350-600","45+","+7","<100K","50K-100K"
0.012,"Germany","Male",3,1,1,1,"600-850","45+","+7","100K-130K","50K-100K"
0.1,"Spain","Female",2,1,0,1,"<350","45+","3-5","<100K","50K-100K"
0.652,"France","Female",1,0,1,0,"600-850","18-35","<3","<100K","100K-150K"
0,"France","Male",2,1,0,0,"600-850","35-45","<3","<100K","+150K"
0.004,"France","Female",1,1,1,0,"350-600","18-35","<3","<100K","<50K"
0.696,"Spain","Male",2,1,1,0,"600-850","18-35","5-7","<100K","+150K"
0.02,"France","Male",2,1,0,0,"350-600","18-35","+7","<100K","<50K"
0.772,"France","Female",1,1,0,1,"600-850","18-35","5-7","<100K","+150K"
0.08,"France","Male",2,1,0,0,"600-850","35-45","+7","<100K","<50K"
0.032,"France","Male",1,1,0,0,"600-850","18-35","+7","<100K","<50K"
0.036,"Germany","Male",1,1,0,1,"350-600","35-45","+7","130K-170K","<50K"
0.004,"Spain","Female",2,1,0,0,"<350","35-45","3-5","<100K","50K-100K"
0.076,"France","Male",1,0,0,0,"600-850","18-35","+7","<100K","100K-150K"
0.012,"Spain","Female",2,1,0,0,"600-850","35-45","5-7","<100K","+150K"
0.02,"France","Male",2,0,1,0,"350-600","18-35","5-7","<100K","<50K"
0.08,"Spain","Female",2,1,1,1,"600-850","45+","<3","100K-130K","100K-150K"
0.112,"France","Male",1,1,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.072,"France","Male",2,1,1,0,"350-600","18-35","5-7","<100K","50K-100K"
0.06,"France","Male",1,1,1,0,"350-600","18-35","3-5","<100K","+150K"
0.004,"Germany","Male",1,1,1,0,"600-850","35-45","3-5","<100K","100K-150K"
0.016,"Germany","Male",2,1,1,0,"<350","18-35","+7","130K-170K","50K-100K"
0.088,"France","Male",1,0,1,1,"600-850","45+","3-5","<100K","<50K"
0.716,"Germany","Female",2,1,1,0,"<350","45+","<3","130K-170K","+150K"
0,"Spain","Male",2,0,1,1,"600-850","35-45","5-7","+170K","<50K"
0.012,"Spain","Female",1,1,1,0,"600-850","45+","+7","130K-170K","<50K"
0.072,"Spain","Female",1,1,1,0,"350-600","45+","+7","100K-130K","<50K"
0.048,"Spain","Female",2,1,1,1,"350-600","45+","+7","<100K","+150K"
0.012,"Spain","Male",1,1,0,1,"<350","45+","<3","130K-170K","<50K"
0.116,"Spain","Male",1,0,1,0,"600-850","35-45","<3","100K-130K","+150K"
0.148,"France","Male",1,0,0,1,"600-850","18-35","5-7","130K-170K","100K-150K"
0.108,"Germany","Female",2,1,0,0,"600-850","18-35","+7","130K-170K","50K-100K"
0.004,"France","Female",2,1,0,0,"350-600","18-35","+7","100K-130K","+150K"
0.008,"Spain","Female",2,0,0,0,"350-600","18-35","3-5","<100K","100K-150K"
0.076,"France","Male",2,1,0,0,"<350","35-45","5-7","<100K","<50K"
0.028,"Germany","Male",1,1,0,1,"350-600","45+","<3","100K-130K","+150K"
0.056,"Germany","Male",1,1,0,1,"<350","45+","+7","100K-130K","100K-150K"
0.036,"France","Female",2,1,1,0,"<350","35-45","<3","<100K","<50K"
0.016,"Spain","Male",1,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.24,"Spain","Female",2,1,1,0,"<350","18-35","5-7","<100K","50K-100K"
0.672,"France","Male",2,1,0,0,"350-600","45+","+7","<100K","<50K"
0.044,"Germany","Male",2,0,1,0,"350-600","35-45","+7","<100K","50K-100K"
0.916,"Germany","Male",2,0,0,0,"350-600","45+","<3","100K-130K","<50K"
0.688,"France","Male",1,1,1,0,"350-600","35-45","+7","+170K","50K-100K"
0.72,"Spain","Female",2,1,1,0,"600-850","18-35","<3","<100K","+150K"
0.012,"France","Female",1,1,1,0,"<350","35-45","<3","<100K","50K-100K"
0.008,"Germany","Male",2,1,1,0,"<350","35-45","+7","100K-130K","<50K"
0.004,"Spain","Female",1,0,1,0,"350-600","18-35","+7","<100K","50K-100K"
0.028,"France","Male",1,0,1,0,"600-850","18-35","5-7","130K-170K","<50K"
0.004,"Germany","Male",2,1,1,0,"600-850","18-35","3-5","130K-170K","<50K"
0.932,"France","Female",1,1,1,0,"600-850","18-35","3-5","100K-130K","<50K"
0,"France","Male",1,0,1,0,"350-600","35-45","<3","130K-170K","100K-150K"
0.016,"Spain","Male",2,0,1,0,"<350","18-35","+7","<100K","<50K"
0.028,"France","Female",2,1,1,0,"350-600","35-45","+7","<100K","100K-150K"
0.008,"France","Male",1,1,1,0,"<350","35-45","+7","130K-170K","100K-150K"
0.804,"Germany","Female",1,1,0,0,"350-600","35-45","+7","130K-170K","100K-150K"
0.032,"Spain","Male",1,1,1,0,"600-850","35-45","5-7","+170K","+150K"
0.02,"France","Female",1,1,1,0,"350-600","45+","<3","<100K","50K-100K"
0.108,"Germany","Male",2,0,1,0,"600-850","45+","+7","+170K","<50K"
0.124,"Spain","Male",1,0,1,0,"<350","45+","+7","100K-130K","<50K"
0.02,"France","Male",1,1,1,0,"600-850","35-45","+7","100K-130K","50K-100K"
0.112,"Germany","Male",2,1,0,0,"350-600","18-35","3-5","<100K","<50K"
0.02,"Spain","Male",1,1,1,0,"<350","45+","3-5","<100K","50K-100K"
0.012,"France","Male",2,1,0,0,"350-600","18-35","<3","<100K","50K-100K"
0.036,"Germany","Female",1,1,1,1,"600-850","35-45","+7","100K-130K","100K-150K"
0.152,"Spain","Female",2,0,0,0,"600-850","35-45","5-7","<100K","100K-150K"
0.032,"Spain","Female",4,1,0,1,"600-850","45+","+7","100K-130K","50K-100K"
0.004,"Germany","Female",3,1,0,1,"600-850","18-35","+7","130K-170K","100K-150K"
0.044,"Germany","Male",1,1,0,1,"<350","45+","<3","100K-130K","<50K"
0.02,"France","Female",2,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.028,"France","Male",1,1,0,1,"350-600","18-35","5-7","100K-130K","50K-100K"
0.12,"Spain","Male",2,1,0,0,"<350","35-45","<3","<100K","+150K"
0.98,"France","Female",4,1,1,1,"350-600","45+","+7","<100K","+150K"
0.004,"France","Male",1,1,0,1,"<350","45+","<3","<100K","100K-150K"
0.004,"Germany","Male",1,1,1,1,"<350","35-45","<3","100K-130K","<50K"
0.008,"France","Female",1,0,1,0,"600-850","35-45","3-5","130K-170K","50K-100K"
0.656,"Spain","Female",1,1,1,1,"<350","18-35","+7","<100K","<50K"
0.08,"France","Male",2,1,0,0,"<350","18-35","3-5","<100K","50K-100K"
0.876,"Germany","Male",1,1,0,1,"350-600","18-35","3-5","100K-130K","50K-100K"
0.948,"France","Male",2,1,1,0,"350-600","18-35","+7","<100K","+150K"
0.028,"France","Female",1,1,1,0,"350-600","18-35","3-5","<100K","<50K"
0,"Germany","Male",1,1,1,0,"600-850","45+","+7","130K-170K","50K-100K"
0.108,"Spain","Female",1,1,0,0,"600-850","35-45","3-5","100K-130K","50K-100K"
0.108,"France","Male",1,0,0,0,"350-600","45+","<3","<100K","50K-100K"
0.084,"France","Female",2,0,0,0,"350-600","18-35","<3","<100K","50K-100K"
0.724,"France","Male",1,1,1,0,"<350","35-45","+7","130K-170K","100K-150K"
0.96,"France","Male",1,0,0,0,"600-850","18-35","<3","<100K","<50K"
0.012,"Germany","Male",2,0,0,0,"600-850","18-35","5-7","<100K","<50K"
0.076,"Spain","Male",1,1,0,1,"<350","45+","+7","<100K","<50K"
0.016,"France","Male",1,0,1,0,"350-600","18-35","<3","100K-130K","100K-150K"
0,"Germany","Male",3,1,1,1,"<350","35-45","+7","100K-130K","<50K"
0.028,"France","Female",1,1,0,1,"<350","18-35","5-7","<100K","100K-150K"
0.912,"France","Male",2,0,0,0,"<350","18-35","<3","<100K","<50K"
0.02,"France","Female",2,0,1,0,"350-600","18-35","5-7","<100K","+150K"
0.016,"France","Female",2,0,0,0,"<350","18-35","5-7","130K-170K","50K-100K"
0.128,"Spain","Female",2,1,1,0,"<350","35-45","+7","100K-130K","+150K"
0.864,"France","Male",1,1,1,0,"600-850","35-45","+7","130K-170K","50K-100K"
0.068,"France","Male",1,1,0,0,"<350","18-35","5-7","130K-170K","50K-100K"
0.764,"France","Female",1,1,1,0,"600-850","35-45","3-5","130K-170K","100K-150K"
0.008,"France","Female",2,0,0,0,"350-600","18-35","<3","<100K","50K-100K"
0.32,"France","Male",1,1,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.032,"Spain","Female",1,1,1,0,"350-600","35-45","+7","<100K","50K-100K"
0.028,"France","Male",1,0,1,0,"350-600","35-45","+7","130K-170K","+150K"
0,"Germany","Male",2,1,1,0,"600-850","18-35","3-5","130K-170K","100K-150K"
0.068,"France","Male",1,0,1,0,"<350","18-35","5-7","<100K","+150K"
0.9,"Germany","Female",2,1,1,1,"600-850","45+","5-7","100K-130K","<50K"
0.12,"Spain","Female",1,1,0,0,"600-850","35-45","<3","100K-130K","<50K"
0.004,"Germany","Male",2,0,1,1,"600-850","18-35","+7","130K-170K","100K-150K"
0.128,"France","Female",1,1,0,1,"350-600","45+","5-7","<100K","<50K"
0.008,"France","Male",2,0,1,0,"350-600","45+","+7","<100K","<50K"
0.064,"Germany","Male",2,0,1,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.156,"Germany","Female",1,1,0,1,"350-600","35-45","5-7","100K-130K","100K-150K"
0.856,"France","Female",2,1,1,0,"<350","35-45","3-5","100K-130K","<50K"
0.032,"France","Female",1,1,0,0,"600-850","18-35","<3","130K-170K","<50K"
0.692,"France","Female",1,1,0,1,"350-600","18-35","3-5","<100K","50K-100K"
0.016,"Germany","Male",2,0,0,1,"<350","45+","5-7","100K-130K","50K-100K"
0.008,"France","Female",1,1,0,1,"<350","35-45","+7","130K-170K","100K-150K"
0.94,"France","Male",2,1,0,0,"350-600","18-35","<3","<100K","+150K"
0.732,"Spain","Female",2,0,0,0,"600-850","18-35","+7","100K-130K","<50K"
0.02,"France","Female",3,1,0,1,"600-850","35-45","+7","+170K","+150K"
0.004,"Spain","Male",1,1,0,0,"<350","35-45","3-5","<100K","100K-150K"
0.872,"France","Female",1,1,0,0,"600-850","45+","+7","<100K","100K-150K"
0.092,"Germany","Male",2,0,1,0,"600-850","35-45","5-7","100K-130K","<50K"
0.9,"France","Male",1,1,0,0,"<350","45+","5-7","<100K","50K-100K"
0.008,"France","Male",1,1,0,0,"600-850","35-45","<3","100K-130K","+150K"
0.76,"Germany","Female",1,1,0,1,"350-600","45+","5-7","130K-170K","100K-150K"
0.012,"Spain","Male",2,1,1,0,"600-850","35-45","5-7","<100K","100K-150K"
0.004,"France","Male",1,1,0,0,"<350","18-35","+7","100K-130K","100K-150K"
0.012,"Germany","Female",2,0,1,0,"350-600","18-35","5-7","100K-130K","100K-150K"
0.108,"France","Male",2,1,0,0,"350-600","35-45","+7","<100K","50K-100K"
0.008,"Germany","Female",2,1,1,0,"350-600","18-35","<3","100K-130K","50K-100K"
0.032,"France","Female",2,1,0,0,"350-600","18-35","5-7","<100K","<50K"
0.108,"France","Male",2,0,1,0,"350-600","45+","<3","<100K","<50K"
0.028,"France","Male",1,0,1,0,"350-600","35-45","<3","130K-170K","50K-100K"
0.02,"France","Female",2,1,1,0,"600-850","18-35","<3","<100K","+150K"
0.02,"France","Female",2,0,0,0,"350-600","18-35","+7","100K-130K","50K-100K"
0.048,"Spain","Female",1,1,0,0,"350-600","35-45","3-5","100K-130K","<50K"
0.756,"Spain","Male",1,1,0,0,"350-600","18-35","<3","100K-130K","+150K"
0.136,"France","Female",2,1,1,1,"600-850","35-45","+7","<100K","<50K"
0.052,"France","Male",1,1,0,0,"600-850","35-45","<3","<100K","50K-100K"
0.06,"France","Male",1,1,1,0,"<350","18-35","+7","100K-130K","100K-150K"
0.024,"France","Female",4,1,0,1,"350-600","45+","<3","<100K","<50K"
0.004,"France","Male",2,1,0,0,"350-600","35-45","<3","100K-130K","<50K"
0.952,"France","Female",1,1,0,1,"600-850","35-45","+7","<100K","<50K"
0.984,"France","Male",1,1,1,0,"<350","18-35","3-5","100K-130K","<50K"
0.708,"France","Female",1,0,1,0,"600-850","35-45","5-7","<100K","100K-150K"
0.064,"France","Male",2,1,0,0,"<350","18-35","+7","<100K","<50K"
0.052,"France","Female",3,0,0,1,"600-850","45+","3-5","<100K","<50K"
0.056,"Germany","Female",1,1,1,0,"600-850","18-35","+7","100K-130K","+150K"
0.024,"Spain","Female",2,1,1,0,"350-600","18-35","+7","<100K","100K-150K"
0.824,"France","Female",2,1,0,0,"350-600","35-45","+7","<100K","<50K"
0.016,"Germany","Male",1,1,0,0,"<350","35-45","3-5","130K-170K","+150K"
0.032,"Spain","Female",2,1,1,0,"600-850","35-45","5-7","<100K","<50K"
0.004,"France","Male",1,0,0,1,"600-850","45+","+7","130K-170K","+150K"
0.64,"Germany","Female",1,0,0,0,"350-600","35-45","+7","100K-130K","+150K"
0.924,"France","Male",1,1,0,0,"350-600","35-45","+7","100K-130K","+150K"
0.032,"France","Male",1,1,1,0,"<350","18-35","3-5","100K-130K","<50K"
0.9,"France","Female",1,1,1,0,"350-600","18-35","<3","130K-170K","+150K"
0.08,"France","Male",2,0,0,0,"<350","18-35","<3","<100K","+150K"
0.152,"France","Female",1,1,0,0,"600-850","18-35","+7","<100K","50K-100K"
0.008,"Germany","Male",1,0,1,0,"350-600","35-45","5-7","100K-130K","<50K"
0.06,"France","Female",1,1,0,1,"600-850","45+","+7","100K-130K","<50K"
0.004,"Spain","Female",1,1,0,0,"<350","18-35","5-7","100K-130K","50K-100K"
0.064,"Spain","Female",1,1,0,0,"350-600","35-45","5-7","100K-130K","<50K"
0.88,"Germany","Female",1,1,0,0,"<350","18-35","<3","130K-170K","+150K"
0.036,"France","Male",2,1,0,0,"<350","18-35","5-7","<100K","100K-150K"
0.104,"Germany","Female",2,0,0,1,"350-600","35-45","3-5","<100K","<50K"
0.944,"France","Female",1,0,1,0,"<350","18-35","+7","<100K","50K-100K"
0.028,"Germany","Female",1,1,0,0,"<350","18-35","3-5","130K-170K","100K-150K"
0.024,"Germany","Female",2,1,1,1,"600-850","45+","5-7","130K-170K","<50K"
0.048,"France","Female",2,1,0,0,"600-850","18-35","+7","<100K","50K-100K"
0.66,"Spain","Male",2,0,1,0,"600-850","18-35","+7","<100K","100K-150K"
0.032,"France","Female",1,1,0,0,"600-850","18-35","<3","<100K","100K-150K"
0.04,"France","Male",1,1,1,0,"600-850","18-35","<3","100K-130K","100K-150K"
0.004,"France","Male",1,1,1,1,"350-600","35-45","<3","<100K","+150K"
0.016,"Spain","Male",1,0,0,0,"350-600","35-45","<3","<100K","100K-150K"
0.124,"Germany","Female",2,1,1,0,"<350","35-45","+7","100K-130K","50K-100K"
0.02,"Germany","Female",2,1,0,0,"600-850","35-45","+7","100K-130K","+150K"
0.092,"France","Female",2,1,0,0,"<350","18-35","+7","<100K","100K-150K"
0.048,"France","Female",2,0,1,0,"600-850","18-35","3-5","<100K","100K-150K"
0,"Germany","Female",1,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.732,"Spain","Male",1,1,0,1,"<350","18-35","3-5","<100K","100K-150K"
0.04,"Germany","Male",2,0,0,0,"350-600","18-35","+7","<100K","50K-100K"
0.052,"Spain","Female",2,1,1,0,"350-600","18-35","5-7","<100K","100K-150K"
0.008,"France","Female",1,1,1,1,"<350","45+","<3","<100K","100K-150K"
0.112,"Spain","Male",2,1,1,0,"600-850","18-35","3-5","<100K","<50K"
0.004,"France","Female",1,0,0,0,"600-850","18-35","+7","100K-130K","50K-100K"
0.604,"France","Male",1,1,1,0,"600-850","35-45","3-5","+170K","50K-100K"
0.004,"Spain","Male",2,0,0,0,"350-600","18-35","<3","<100K","100K-150K"
0.108,"France","Male",1,1,0,1,"350-600","45+","5-7","<100K","<50K"
0.92,"Germany","Male",2,1,0,0,"600-850","35-45","+7","<100K","+150K"
0.052,"Spain","Male",2,0,1,0,"350-600","45+","<3","130K-170K","<50K"
0.012,"Spain","Male",1,1,1,0,"600-850","35-45","3-5","130K-170K","<50K"
0.068,"Spain","Male",1,1,0,0,"600-850","18-35","3-5","<100K","100K-150K"
0.032,"France","Female",2,1,1,0,"350-600","45+","<3","<100K","<50K"
0.044,"France","Female",1,1,0,0,"<350","18-35","<3","<100K","<50K"
0.072,"Spain","Female",1,0,1,0,"350-600","35-45","5-7","<100K","+150K"
0.044,"France","Male",1,0,1,0,"350-600","45+","<3","130K-170K","<50K"
0.36,"Germany","Male",1,0,1,1,"350-600","45+","+7","100K-130K","<50K"
0.184,"Spain","Male",1,1,1,0,"<350","35-45","5-7","130K-170K","100K-150K"
0.004,"France","Female",1,1,0,0,"350-600","35-45","+7","<100K","100K-150K"
0.012,"Germany","Male",1,1,1,1,"600-850","35-45","<3","130K-170K","<50K"
0.14,"Germany","Female",2,1,1,0,"<350","45+","3-5","100K-130K","50K-100K"
0.672,"Spain","Female",2,1,1,0,"600-850","45+","+7","100K-130K","100K-150K"
0.032,"Germany","Female",1,0,0,1,"350-600","45+","<3","130K-170K","<50K"
0.744,"Spain","Female",1,0,1,0,"350-600","45+","+7","<100K","100K-150K"
0.076,"Germany","Male",2,1,1,0,"<350","45+","5-7","130K-170K","<50K"
0.12,"France","Female",2,1,1,0,"350-600","45+","+7","100K-130K","+150K"
0.04,"Germany","Male",1,0,1,0,"600-850","18-35","3-5","130K-170K","+150K"
0.956,"Spain","Female",1,1,0,0,"<350","18-35","5-7","+170K","50K-100K"
0.084,"France","Male",1,1,0,0,"<350","18-35","3-5","<100K","100K-150K"
0,"France","Male",2,1,0,0,"350-600","18-35","+7","<100K","+150K"
0.14,"France","Male",2,1,1,0,"600-850","45+","+7","<100K","100K-150K"
0,"France","Male",2,1,1,0,"600-850","18-35","+7","<100K","100K-150K"
0.092,"France","Male",1,1,1,0,"<350","35-45","+7","<100K","50K-100K"
0.028,"Spain","Female",1,1,1,0,"<350","45+","+7","130K-170K","+150K"
0.032,"France","Male",2,1,0,1,"<350","18-35","5-7","<100K","+150K"
0.944,"Spain","Female",1,0,1,0,"600-850","18-35","+7","<100K","50K-100K"
0.824,"France","Male",1,0,1,0,"350-600","35-45","<3","100K-130K","+150K"
0,"Germany","Male",1,1,0,1,"350-600","18-35","+7","100K-130K","50K-100K"
0,"France","Female",1,1,0,1,"600-850","45+","+7","<100K","100K-150K"
0.132,"Germany","Female",1,1,1,1,"350-600","18-35","<3","130K-170K","+150K"
0.88,"France","Male",1,1,1,0,"350-600","45+","5-7","130K-170K","50K-100K"
0.004,"France","Male",2,1,1,0,"600-850","35-45","+7","100K-130K","+150K"
0.696,"France","Female",1,0,1,1,"600-850","18-35","<3","<100K","+150K"
0.028,"Spain","Female",1,1,1,0,"600-850","45+","+7","130K-170K","50K-100K"
0.028,"Germany","Male",1,1,0,0,"<350","18-35","+7","130K-170K","50K-100K"
0.1,"Spain","Male",2,1,0,0,"600-850","18-35","+7","100K-130K","100K-150K"
0.184,"Germany","Female",1,0,1,1,"600-850","45+","<3","<100K","<50K"
